Age,Height,Weight,Gender,Body_Part,Exercise Name
54,185,85,0,Shoulders,Dumbbell Front Raise
55,166,73,1,Neck,CHIN TUCK - SUPIN
56,178,77,0,Quadriceps,Prone Straight Leg Raises
57,176,76,1,Lower Back,Knee To Chest Stretch
58,183,82,0,Shoulders,Alternating Dumbbell Front Raise
59,174,74,1,Neck,CHIN TUCK - SUPIN
60,179,79,0,Quadriceps,Dumbbell front squat
61,154,60,1,Lower Back,Child's Pose
62,177,76,0,Shoulders,Alternating Deltoid Raise
63,173,75,1,Neck,Neck Rotation
64,180,80,0,Quadriceps,Lunges
65,175,78,0,Lower Back,Knee To Chest Stretch
44,160,66,1,Shoulders,Power Partials
44,167,64,1,Shoulders,Power Partials
43,160,68,1,Shoulders,Cuban Press
43,169,69,1,Shoulders,Cuban Press
43,160,64,1,Shoulders,Cuban Press
44,160,64,1,Shoulders,Cuban Press
41,160,68,1,Shoulders,Dumbbell Scaption
43,169,69,1,Shoulders,Dumbbell Scaption
43,167,64,1,Shoulders,Dumbbell Scaption
30,180,80,0,Shoulders,Alternating Dumbbell Front Raise
60,179,79,0,Quadriceps,Prone Straight Leg Raises
35,160,71,1,Quadriceps,Prone Straight Leg Raises
28,172,67,1,Lower Back,Child's Pose
16,156,70,1,Quadriceps,Hamstring Curl
17,158,72,1,Quadriceps,Lunges
39,181,90,0,Shoulders,Dumbbell Scaption
50,172,73,0,Shoulders,Overhead Dumbbell Front Raise
51,170,70,1,Neck,Neck Rotation
52,180,80,0,Quadriceps,Hamstring Curl
17,168,73,0,Quadriceps,Prone Straight Leg Raises
15,166,64,0,Quadriceps,Dumbbell front squat
20,157,65,1,Shoulders,Alternating Deltoid Raise
21,188,102,0,Shoulders,Alternating Dumbbell Front Raise
42,180,92,0,Quadriceps,Prone Straight Leg Raises
30,168,62,1,Lower Back,Child's Pose
36,179,78,0,Shoulders,Dumbbell External Shoulder Rotation
28,171,64,1,Neck,Neck Rotation
39,166,81,1,Quadriceps,Dumbbell front squat
32,175,71,1,Lower Back,Knee To Chest Stretch
37,175,70,0,Shoulders,Cuban Press
26,168,63,1,Neck,CHIN TUCK - SUPIN
41,178,72,0,Quadriceps,Prone Straight Leg Raises
29,171,66,0,Lower Back,Knee To Chest Stretch
44,179,74,0,Shoulders,Arom Side lying Abduction
30,170,65,1,Neck,CHIN TUCK - SUPIN
35,177,71,0,Quadriceps,Prone Straight Leg Raises
28,169,67,1,Lower Back,Knee To Chest Stretch
43,180,73,0,Shoulders,Dumbbell External Shoulder Rotation
32,170,66,1,Neck,CHIN TUCK - SUPIN
37,175,70,0,Quadriceps,Prone Straight Leg Raises
26,168,63,1,Lower Back,Child's Pose
29,176,78,0,Shoulders,Side Lateral Raise
32,173,75,0,Shoulders,Side Lateral Raise
26,174,75,0,Shoulders,Overhead Dumbbell Front Raise
26,176,78,0,Shoulders,Overhead Dumbbell Front Raise
28,173,75,0,Shoulders,Overhead Dumbbell Front Raise
32,174,75,0,Shoulders,Side Lateral Raise
29,176,75,0,Shoulders,Standing Dumbbell Chest Fly
30,173,76,0,Shoulders,Standing Dumbbell Chest Fly
28,174,75,0,Shoulders,Standing Dumbbell Chest Fly
26,176,78,0,Shoulders,Standing Dumbbell Chest Fly
30,180,80,0,Shoulders,Alternating Dumbbell Front Raise
60,179,79,0,Quadriceps,Prone Straight Leg Raises
35,160,71,1,Quadriceps,Prone Straight Leg Raises
28,172,67,1,Lower Back,Child's Pose
16,156,70,1,Quadriceps,Hamstring Curl
17,158,72,1,Quadriceps,Lunges
39,181,90,0,Shoulders,Dumbbell Scaption
50,172,73,0,Shoulders,Overhead Dumbbell Front Raise
51,170,70,1,Neck,Neck Rotation
52,180,80,0,Quadriceps,Hamstring Curl
17,168,73,0,Quadriceps,Prone Straight Leg Raises
15,166,64,0,Quadriceps,Dumbbell front squat
20,157,65,1,Shoulders,Alternating Deltoid Raise
21,188,102,0,Shoulders,Alternating Dumbbell Front Raise
42,180,92,0,Quadriceps,Prone Straight Leg Raises
30,168,62,1,Lower Back,Child's Pose
36,179,78,0,Shoulders,Dumbbell External Shoulder Rotation
28,171,64,1,Neck,Neck Rotation
39,166,81,1,Quadriceps,Dumbbell front squat
32,175,71,1,Lower Back,Knee To Chest Stretch
37,175,70,0,Shoulders,Cuban Press
26,168,63,1,Neck,CHIN TUCK - SUPIN
41,178,72,0,Quadriceps,Prone Straight Leg Raises
29,171,66,0,Lower Back,Knee To Chest Stretch
44,179,74,0,Shoulders,Arom Side lying Abduction
30,170,65,1,Neck,CHIN TUCK - SUPIN
35,177,71,0,Quadriceps,Prone Straight Leg Raises
28,169,67,1,Lower Back,Knee To Chest Stretch
43,180,73,0,Shoulders,Dumbbell External Shoulder Rotation
32,170,66,1,Neck,CHIN TUCK - SUPIN
37,175,70,0,Quadriceps,Prone Straight Leg Raises
26,168,63,1,Lower Back,Child's Pose
41,178,72,0,Shoulders,Standing Dumbbell Fly
29,179,88,0,Neck,Neck Rotation
44,179,74,0,Quadriceps,Prone Straight Leg Raises
30,170,65,1,Lower Back,Child's Pose
35,177,71,0,Shoulders,Arom Side lying Abduction
28,174,67,0,Neck,CHIN TUCK - SUPIN
43,180,73,0,Quadriceps,Prone Straight Leg Raises
32,170,66,1,Lower Back,Knee To Chest Stretch
37,175,70,0,Shoulders,Arom Side lying Abduction
26,168,63,1,Neck,Neck Rotation
41,163,72,1,Quadriceps,Lunges
29,171,66,0,Lower Back,Knee To Chest Stretch
44,179,74,0,Shoulders,Arom Side lying Abduction
30,170,65,1,Neck,Neck Rotation
35,177,71,0,Quadriceps,Prone Straight Leg Raises
28,185,94,0,Lower Back,Child's Pose
43,180,73,0,Shoulders,Standing Dumbbell Fly
32,170,66,1,Neck,CHIN TUCK - SUPIN
37,175,70,0,Quadriceps,Lunges
26,168,63,1,Lower Back,Child's Pose
41,178,72,0,Shoulders,Standing Dumbbell Fly
29,171,66,1,Neck,Neck Rotation
44,179,74,0,Quadriceps,Lunges
30,170,65,1,Lower Back,Knee To Chest Stretch
35,177,71,0,Shoulders,Side Lateral Raise
28,172,67,1,Neck,CHIN TUCK - SUPIN
43,180,73,0,Quadriceps,Lunges
32,170,66,1,Lower Back,Knee To Chest Stretch
37,175,70,0,Shoulders,Standing Palms In Shoulder Press
26,168,63,1,Neck,CHIN TUCK - SUPIN
41,178,72,0,Quadriceps,Hamstring Curl
29,171,66,1,Lower Back,Child's Pose
44,159,74,1,Shoulders,Power Partials
30,170,65,1,Neck,CHIN TUCK - SUPIN
35,177,71,0,Quadriceps,Prone Straight Leg Raises
28,172,67,1,Lower Back,Child's Pose
43,162,73,1,Shoulders,Power Partials
32,170,66,1,Neck,CHIN TUCK - SUPIN
37,175,70,0,Quadriceps,Hamstring Curl
26,171,68,0,Lower Back,Knee To Chest Stretch
41,178,72,0,Shoulders,Standing Palms In Shoulder Press
29,171,66,1,Neck,CHIN TUCK - SUPIN
44,179,74,0,Quadriceps,Dumbbell front squat
30,169,65,1,Lower Back,Knee To Chest Stretch
35,177,71,0,Shoulders,Side Lateral Raise
28,172,67,1,Neck,Neck Rotation
43,180,73,0,Quadriceps,Dumbbell front squat
32,170,66,1,Lower Back,Knee To Chest Stretch
37,168,70,1,Shoulders,Standing Dumbbell Chest Fly
26,168,63,1,Neck,Neck Rotation
41,178,72,0,Quadriceps,Prone Straight Leg Raises
29,171,66,1,Lower Back,Child's Pose
44,179,74,0,Shoulders,Standing Dumbbell Chest Fly
30,170,65,1,Neck,CHIN TUCK - SUPIN
35,177,71,0,Quadriceps,Dumbbell front squat
28,176,75,0,Lower Back,Knee To Chest Stretch
43,180,73,0,Shoulders,Bent-Over Dumbbell Rear Delt Row
32,170,66,1,Neck,Neck Rotation
37,175,70,0,Quadriceps,Hamstring Curl
26,168,63,1,Lower Back,Child's Pose
41,178,72,0,Shoulders,Alternating Dumbbell Front Raise
29,188,99,0,Neck,Neck Rotation
44,179,74,0,Quadriceps,Prone Straight Leg Raises
30,170,65,1,Lower Back,Knee To Chest Stretch
35,177,71,0,Shoulders,Alternating Dumbbell Front Raise
28,172,67,1,Neck,Neck Rotation
43,180,73,0,Quadriceps,Dumbbell front squat
32,170,66,1,Lower Back,Knee To Chest Stretch
37,175,70,0,Shoulders,Arom Side lying Abduction
26,168,63,1,Neck,Neck Rotation
41,178,72,0,Quadriceps,Prone Straight Leg Raises
29,171,66,1,Lower Back,Child's Pose
44,179,74,0,Shoulders,Standing Palms In Shoulder Press
30,170,65,1,Neck,CHIN TUCK - SUPIN
35,177,71,0,Quadriceps,Prone Straight Leg Raises
28,172,67,1,Lower Back,Child's Pose
43,180,73,0,Shoulders,Arom Side lying Abduction
32,160,66,1,Neck,CHIN TUCK - SUPIN
26,168,63,1,Neck,CHIN TUCK - SUPIN
41,178,72,0,Quadriceps,Dumbbell front squat
29,171,66,1,Lower Back,Child's Pose
44,179,74,0,Shoulders,Standing Dumbbell Shoulder Press
30,170,65,1,Neck,Neck Rotation
35,177,71,0,Quadriceps,Dumbbell front squat
28,172,67,1,Lower Back,Child's Pose
16,156,70,1,Quadriceps,Prone Straight Leg Raises
17,158,72,1,Quadriceps,Dumbbell front squat
29,162,75,1,Quadriceps,Dumbbell front squat
25,154,68,1,Shoulders,Standing Dumbbell Shoulder Press
22,155,50,1,Shoulders,Alternating Deltoid Raise
35,159,60,1,Shoulders,Alternating Deltoid Raise
35,179,85,0,Shoulders,Cuban Press
36,162,65,1,Shoulders,Arom Side lying Abduction
37,165,72,1,Shoulders,Cuban Press
39,181,90,0,Shoulders,Bent-Over Dumbbell Rear Delt Row
29,177,95,0,Shoulders,Standing Palms In Shoulder Press
27,185,102,0,Shoulders,Alternating Dumbbell Front Raise
29,183,105,0,Shoulders,Standing Palms In Shoulder Press
24,182,90,0,Shoulders,Alternating Dumbbell Front Raise
22,195,109,0,Shoulders,Bent-Over Dumbbell Rear Delt Row
22,177,90,0,Quadriceps,Hamstring Curl
22,173,79,0,Quadriceps,Prone Straight Leg Raises
46,194,100,0,Quadriceps,Lunges
48,173,78,1,Quadriceps,Lunges
47,174,88,0,Quadriceps,Lunges
47,175,78,0,Lower Back,Child's Pose
44,175,92,0,Shoulders,Standing Dumbbell Fly
41,174,80,1,Shoulders,Standing Dumbbell Fly
41,178,76,0,Shoulders,Alternating Deltoid Raise
42,175,70,0,Shoulders,Prone Horizontal Abduction
47,182,76,0,Lower Back,Knee To Chest Stretch
44,163,95,1,Lower Back,Child's Pose
19,179,84,0,Lower Back,Knee To Chest Stretch
19,153,45,1,Lower Back,Child's Pose
19,155,48,1,Lower Back,Knee To Chest Stretch
18,166,74,1,Neck,CHIN TUCK - SUPIN
19,174,83,0,Neck,Neck Rotation
37,175,70,0,Shoulders,Prone Horizontal Abduction
26,168,63,1,Neck,Neck Rotation
41,178,72,0,Quadriceps,Prone Straight Leg Raises
29,171,66,1,Lower Back,Knee To Chest Stretch
44,179,74,0,Shoulders,Prone Horizontal Abduction
30,170,65,1,Neck,Neck Rotation
35,177,71,0,Quadriceps,Hamstring Curl
28,172,67,1,Lower Back,Child's Pose
43,180,73,0,Shoulders,Dumbbell Front Raise
32,170,66,1,Neck,Neck Rotation
37,175,70,0,Quadriceps,Dumbbell front squat
26,169,63,1,Lower Back,Knee To Chest Stretch
41,178,72,0,Shoulders,Dumbbell External Shoulder Rotation
29,171,66,1,Neck,Neck Rotation
44,179,74,0,Quadriceps,Dumbbell front squat
30,170,65,1,Lower Back,Knee To Chest Stretch
35,177,71,0,Shoulders,Dumbbell Front Raise
28,164,67,1,Neck,CHIN TUCK - SUPIN
43,180,73,0,Quadriceps,Dumbbell front squat
32,170,66,1,Lower Back,Knee To Chest Stretch
37,175,70,0,Shoulders,Dumbbell External Shoulder Rotation
26,168,63,1,Neck,Neck Rotation
41,178,72,0,Quadriceps,Lunges
29,171,66,1,Lower Back,Child's Pose
44,179,74,0,Shoulders,Dumbbell External Shoulder Rotation
30,170,65,1,Neck,CHIN TUCK - SUPIN
35,177,71,0,Quadriceps,Hamstring Curl
28,172,67,1,Lower Back,Child's Pose
43,180,73,0,Shoulders,Dumbbell External Shoulder Rotation
32,170,66,1,Neck,Neck Rotation
37,175,70,0,Quadriceps,Lunges
26,175,80,0,Lower Back,Child's Pose
41,178,72,0,Shoulders,Bent-Over Dumbbell Rear Delt Row
29,163,66,1,Neck,CHIN TUCK - SUPIN
44,179,74,0,Quadriceps,Prone Straight Leg Raises
30,170,65,1,Lower Back,Child's Pose
35,177,71,0,Shoulders,Dumbbell Front Raise To Lateral Raise
28,162,67,1,Neck,Neck Rotation
43,180,73,0,Quadriceps,Prone Straight Leg Raises
32,176,76,0,Lower Back,Knee To Chest Stretch
37,175,70,0,Shoulders,Bent-Over Dumbbell Rear Delt Row
26,168,63,1,Neck,CHIN TUCK - SUPIN
41,178,72,0,Quadriceps,Lunges
29,171,66,1,Lower Back,Child's Pose
44,179,74,0,Shoulders,Dumbbell External Shoulder Rotation
30,170,65,1,Neck,Neck Rotation
35,167,71,1,Quadriceps,Dumbbell front squat
28,172,67,1,Lower Back,Knee To Chest Stretch
43,180,73,0,Shoulders,Dumbbell External Shoulder Rotation
32,156,66,1,Neck,Neck Rotation
37,175,70,0,Quadriceps,Prone Straight Leg Raises
26,168,63,1,Lower Back,Child's Pose
41,178,72,0,Shoulders,Alternating Dumbbell Front Raise
29,171,66,1,Neck,CHIN TUCK - SUPIN
44,179,74,0,Quadriceps,Lunges
30,170,65,1,Lower Back,Child's Pose
35,164,71,1,Shoulders,Alternating Dumbbell Front Raise
28,172,67,1,Neck,CHIN TUCK - SUPIN
43,180,73,0,Quadriceps,Dumbbell front squat
32,170,66,1,Lower Back,Child's Pose
37,175,70,0,Shoulders,Dumbbell External Shoulder Rotation
26,168,63,1,Neck,Neck Rotation
41,178,72,0,Quadriceps,Dumbbell front squat
29,175,81,0,Lower Back,Child's Pose
44,179,74,0,Shoulders,Dumbbell Front Raise To Lateral Raise
30,170,65,1,Neck,CHIN TUCK - SUPIN
35,177,71,0,Quadriceps,Hamstring Curl
28,172,67,1,Lower Back,Knee To Chest Stretch
43,180,73,0,Shoulders,Dumbbell Front Raise To Lateral Raise
32,170,66,1,Neck,Neck Rotation
37,175,70,0,Quadriceps,Lunges
26,168,63,1,Lower Back,Knee To Chest Stretch
41,178,72,0,Shoulders,Dumbbell External Shoulder Rotation
29,171,66,1,Neck,CHIN TUCK - SUPIN
44,179,74,0,Quadriceps,Hamstring Curl
30,170,65,1,Lower Back,Knee To Chest Stretch
35,177,71,0,Shoulders,Prone Horizontal Abduction
28,162,67,1,Neck,Neck Rotation
43,180,73,0,Quadriceps,Prone Straight Leg Raises
32,173,76,0,Lower Back,Child's Pose
37,175,70,0,Shoulders,Standing Palms In Shoulder Press
26,188,96,0,Neck,Neck Rotation
41,178,72,0,Quadriceps,Hamstring Curl
29,179,83,0,Lower Back,Knee To Chest Stretch
44,179,74,0,Shoulders,Standing Palms In Shoulder Press
30,170,65,1,Neck,CHIN TUCK - SUPIN
44,167,68,1,Shoulders,Side Lateral Raise
43,160,69,1,Shoulders,Side Lateral Raise
44,160,68,1,Shoulders,Side Lateral Raise
41,169,69,1,Shoulders,Side Lateral Raise
44,169,68,1,Shoulders,Overhead Dumbbell Front Raise
44,160,69,1,Shoulders,Overhead Dumbbell Front Raise
43,160,69,1,Shoulders,Overhead Dumbbell Front Raise
44,167,68,1,Shoulders,Side Lateral Raise
44,160,69,1,Shoulders,Standing Dumbbell Chest Fly
44,169,68,1,Shoulders,Standing Dumbbell Chest Fly
41,167,69,1,Shoulders,Standing Dumbbell Chest Fly
41,166,68,1,Shoulders,Standing Dumbbell Chest Fly
43,169,69,1,Shoulders,Standing Dumbbell Chest Fly
41,169,68,1,Shoulders,Power Partials
44,160,69,1,Shoulders,Power Partials
44,160,66,1,Shoulders,Power Partials
44,167,64,1,Shoulders,Power Partials
43,160,68,1,Shoulders,Cuban Press
43,169,69,1,Shoulders,Cuban Press
43,160,64,1,Shoulders,Cuban Press
44,160,64,1,Shoulders,Cuban Press
41,160,68,1,Shoulders,Dumbbell Scaption
43,169,69,1,Shoulders,Dumbbell Scaption
43,167,64,1,Shoulders,Dumbbell Scaption
44,169,68,1,Shoulders,Bent-Over Dumbbell Rear Delt Row
41,159,69,1,Shoulders,Bent-Over Dumbbell Rear Delt Row
44,159,68,1,Shoulders,Bent-Over Dumbbell Rear Delt Row
44,167,64,1,Shoulders,Prone Horizontal Abduction
43,159,69,1,Shoulders,Arom Side lying Abduction
41,159,64,1,Shoulders,Arom Side lying Abduction
44,167,69,1,Shoulders,Side Lateral Raise
43,167,68,1,Shoulders,Overhead Dumbbell Front Raise
43,180,73,0,Quadriceps,Lunges
32,170,66,1,Lower Back,Knee To Chest Stretch
37,161,70,1,Shoulders,Side Lateral Raise
26,168,63,1,Neck,Child's Pose
41,178,72,0,Quadriceps,Hamstring Curl
29,171,66,1,Lower Back,Knee To Chest Stretch
44,179,74,0,Shoulders,Standing Dumbbell Chest Fly
30,180,85,0,Neck,CHIN TUCK - SUPIN
35,177,71,0,Quadriceps,Dumbbell front squat
28,172,67,1,Lower Back,Child's Pose
43,180,73,0,Shoulders,Prone Horizontal Abduction
32,170,66,1,Neck,Neck Rotation
37,175,70,0,Quadriceps,Lunges
26,168,63,1,Lower Back,Child's Pose
41,178,72,0,Shoulders,Power Partials
29,171,66,1,Neck,CHIN TUCK - SUPIN
44,179,74,0,Quadriceps,Prone Straight Leg Raises
30,170,65,1,Lower Back,Knee To Chest Stretch
35,177,71,0,Shoulders,Alternating Deltoid Raise
28,172,67,1,Neck,Neck Rotation
43,180,73,0,Quadriceps,Dumbbell front squat
32,178,85,0,Lower Back,Knee To Chest Stretch
37,175,70,0,Shoulders,Dumbbell Scaption
26,168,63,1,Neck,CHIN TUCK - SUPIN
41,178,72,0,Quadriceps,Lunges
29,171,66,1,Lower Back,Knee To Chest Stretch
44,179,74,0,Shoulders,Dumbbell External Shoulder Rotation
30,170,65,1,Neck,Neck Rotation
35,177,71,0,Quadriceps,Prone Straight Leg Raises
28,172,67,1,Lower Back,Child's Pose
43,173,77,1,Shoulders,Dumbbell Scaption
32,170,66,1,Neck,Neck Rotation
37,175,70,0,Quadriceps,Prone Straight Leg Raises
26,168,63,1,Lower Back,Knee To Chest Stretch
41,162,72,1,Shoulders,Power Partials
29,171,66,1,Neck,CHIN TUCK - SUPIN
44,179,74,0,Quadriceps,Hamstring Curl
30,170,65,1,Lower Back,Child's Pose
35,177,71,0,Shoulders,Power Partials
28,172,67,1,Neck,CHIN TUCK - SUPIN
43,180,73,0,Quadriceps,Dumbbell front squat
32,170,66,1,Lower Back,Knee To Chest Stretch
50,175,75,0,Shoulders,Dumbbell Front Raise
51,175,80,0,Neck,Neck Rotation
52,180,80,0,Quadriceps,Lunges
53,175,78,0,Lower Back,Child's Pose
54,185,85,0,Shoulders,Dumbbell Front Raise To Lateral Raise
55,160,73,1,Neck,CHIN TUCK - SUPIN
56,178,77,0,Quadriceps,Prone Straight Leg Raises
57,176,76,0,Lower Back,Knee To Chest Stretch
58,183,82,0,Shoulders,Dumbbell Front Raise To Lateral Raise
59,174,74,1,Neck,CHIN TUCK - SUPIN
60,179,79,0,Quadriceps,Prone Straight Leg Raises
61,157,72,1,Lower Back,Child's Pose
62,177,76,0,Shoulders,Dumbbell Front Raise
63,173,75,1,Neck,Neck Rotation
64,180,80,0,Quadriceps,Dumbbell front squat
65,165,78,1,Lower Back,Knee To Chest Stretch
50,172,73,0,Shoulders,Alternating Deltoid Raise
51,170,70,1,Neck,Neck Rotation
52,180,80,0,Quadriceps,Dumbbell front squat
53,175,78,1,Lower Back,Child's Pose
54,185,85,0,Shoulders,Dumbbell Front Raise
55,166,73,1,Neck,CHIN TUCK - SUPIN
56,178,77,0,Quadriceps,Prone Straight Leg Raises
57,176,76,1,Lower Back,Knee To Chest Stretch
58,183,82,0,Shoulders,Alternating Dumbbell Front Raise
59,174,74,1,Neck,CHIN TUCK - SUPIN
60,179,79,0,Quadriceps,Dumbbell front squat
61,154,60,1,Lower Back,Child's Pose
62,177,76,0,Shoulders,Alternating Deltoid Raise
63,173,75,1,Neck,Neck Rotation
64,180,80,0,Quadriceps,Lunges
50,171,78,0,Neck,CHIN TUCK - SUPIN
51,172,80,0,Neck,Neck Rotation
53,171,84,0,Neck,CHIN TUCK - SUPIN
55,172,76,0,Neck,Neck Rotation
57,176,77,0,Neck,CHIN TUCK - SUPIN
59,176,78,0,Neck,Neck Rotation
61,182,77,0,Neck,CHIN TUCK - SUPIN
63,176,78,0,Neck,CHIN TUCK - SUPIN
65,172,75,0,Neck,Neck Rotation
50,178,77,0,Neck,CHIN TUCK - SUPIN
51,179,79,0,Neck,Neck Rotation
53,176,82,0,Neck,CHIN TUCK - SUPIN
55,175,80,0,Neck,Neck Rotation
57,173,86,0,Neck,CHIN TUCK - SUPIN
59,179,85,0,Neck,CHIN TUCK - SUPIN
61,179,78,0,Neck,Neck Rotation
63,178,77,0,Neck,CHIN TUCK - SUPIN
65,176,88,0,Neck,Neck Rotation
50,180,87,0,Neck,CHIN TUCK - SUPIN
51,180,95,0,Neck,Neck Rotation
53,180,96,0,Neck,CHIN TUCK - SUPIN
55,180,99,0,Neck,CHIN TUCK - SUPIN
57,171,79,0,Neck,Neck Rotation
59,172,83,0,Neck,CHIN TUCK - SUPIN
61,175,84,0,Neck,Neck Rotation
63,175,77,0,Neck,CHIN TUCK - SUPIN
65,174,80,0,Neck,Neck Rotation
50,174,80,0,Neck,CHIN TUCK - SUPIN
51,174,81,0,Neck,Neck Rotation
53,175,80,0,Neck,CHIN TUCK - SUPIN
55,176,83,0,Neck,Neck Rotation
57,179,84,0,Neck,CHIN TUCK - SUPIN
59,178,77,0,Neck,CHIN TUCK - SUPIN
61,180,90,0,Neck,Neck Rotation
63,181,92,0,Neck,CHIN TUCK - SUPIN
65,181,93,0,Neck,Neck Rotation
50,181,90,0,Neck,CHIN TUCK - SUPIN
51,181,95,0,Neck,Neck Rotation
53,180,93,0,Neck,CHIN TUCK - SUPIN
55,174,86,0,Neck,CHIN TUCK - SUPIN
57,179,83,0,Neck,Neck Rotation
59,172,75,0,Neck,CHIN TUCK - SUPIN
61,170,78,0,Neck,Neck Rotation
63,170,69,0,Neck,CHIN TUCK - SUPIN
65,170,69,0,Neck,Neck Rotation
50,170,68,0,Neck,CHIN TUCK - SUPIN
51,170,67,0,Neck,Neck Rotation
53,171,68,0,Neck,CHIN TUCK - SUPIN
55,172,79,0,Neck,CHIN TUCK - SUPIN
57,169,75,0,Neck,Neck Rotation
59,179,84,0,Neck,CHIN TUCK - SUPIN
61,176,79,0,Neck,Neck Rotation
63,169,75,0,Neck,CHIN TUCK - SUPIN
65,168,75,0,Neck,Neck Rotation
50,169,75,0,Neck,CHIN TUCK - SUPIN
51,171,78,0,Neck,CHIN TUCK - SUPIN
53,170,74,0,Neck,Neck Rotation
55,178,85,0,Neck,CHIN TUCK - SUPIN
57,174,79,0,Neck,Neck Rotation
59,174,81,0,Neck,CHIN TUCK - SUPIN
61,175,77,0,Neck,Neck Rotation
63,176,86,0,Neck,CHIN TUCK - SUPIN
65,177,89,0,Neck,CHIN TUCK - SUPIN
50,177,77,0,Neck,Neck Rotation
51,177,78,0,Neck,CHIN TUCK - SUPIN
53,177,79,0,Neck,Neck Rotation
55,177,80,0,Neck,CHIN TUCK - SUPIN
57,174,76,0,Neck,Neck Rotation
59,175,78,0,Neck,CHIN TUCK - SUPIN
61,177,80,0,Neck,Neck Rotation
63,173,78,0,Neck,CHIN TUCK - SUPIN
65,173,74,0,Neck,Neck Rotation
50,177,76,0,Neck,CHIN TUCK - SUPIN
51,173,78,0,Neck,CHIN TUCK - SUPIN
53,177,82,0,Neck,Neck Rotation
55,173,77,0,Neck,CHIN TUCK - SUPIN
57,177,82,0,Neck,Neck Rotation
59,173,76,0,Neck,CHIN TUCK - SUPIN
61,173,77,0,Neck,Neck Rotation
63,172,76,0,Neck,CHIN TUCK - SUPIN
65,171,71,0,Neck,CHIN TUCK - SUPIN
50,178,85,0,Neck,Neck Rotation
51,176,76,0,Neck,CHIN TUCK - SUPIN
53,185,84,0,Neck,Neck Rotation
55,184,84,0,Neck,CHIN TUCK - SUPIN
57,181,83,0,Neck,Neck Rotation
59,182,82,0,Neck,CHIN TUCK - SUPIN
61,184,84,0,Neck,Neck Rotation
63,183,89,0,Neck,CHIN TUCK - SUPIN
65,186,87,0,Neck,CHIN TUCK - SUPIN
50,185,89,0,Neck,Neck Rotation
51,186,96,0,Neck,CHIN TUCK - SUPIN
53,186,94,0,Neck,Neck Rotation
55,184,90,0,Neck,CHIN TUCK - SUPIN
57,181,90,0,Neck,Neck Rotation
59,182,96,0,Neck,CHIN TUCK - SUPIN
61,174,80,0,Neck,CHIN TUCK - SUPIN
63,186,100,0,Neck,Neck Rotation
65,171,80,0,Neck,CHIN TUCK - SUPIN
50,170,85,0,Neck,Neck Rotation
51,170,86,0,Neck,CHIN TUCK - SUPIN
53,177,82,0,Neck,Neck Rotation
55,170,75,0,Neck,CHIN TUCK - SUPIN
57,169,60,0,Neck,CHIN TUCK - SUPIN
59,168,65,0,Neck,Neck Rotation
61,168,66,0,Neck,CHIN TUCK - SUPIN
63,169,70,0,Neck,Neck Rotation
65,170,72,0,Neck,CHIN TUCK - SUPIN
50,171,77,0,Neck,Neck Rotation
51,172,78,0,Neck,CHIN TUCK - SUPIN
53,173,73,0,Neck,Neck Rotation
55,174,75,0,Neck,CHIN TUCK - SUPIN
57,175,80,0,Neck,Neck Rotation
59,176,80,0,Neck,CHIN TUCK - SUPIN
61,177,81,0,Neck,CHIN TUCK - SUPIN
63,178,73,0,Neck,Neck Rotation
65,179,85,0,Neck,CHIN TUCK - SUPIN
50,180,92,0,Neck,Neck Rotation
51,180,92,0,Neck,CHIN TUCK - SUPIN
53,181,92,0,Neck,Neck Rotation
55,182,92,0,Neck,CHIN TUCK - SUPIN
57,183,93,0,Neck,CHIN TUCK - SUPIN
59,184,92,0,Neck,Neck Rotation
61,184,92,0,Neck,CHIN TUCK - SUPIN
63,185,86,0,Neck,Neck Rotation
65,186,86,0,Neck,CHIN TUCK - SUPIN
50,168,72,0,Neck,Neck Rotation
51,169,72,0,Neck,CHIN TUCK - SUPIN
53,170,75,0,Neck,Neck Rotation
55,171,76,0,Neck,CHIN TUCK - SUPIN
57,172,77,0,Neck,CHIN TUCK - SUPIN
59,173,75,0,Neck,Neck Rotation
61,174,80,0,Neck,CHIN TUCK - SUPIN
63,175,80,0,Neck,Neck Rotation
65,176,80,0,Neck,CHIN TUCK - SUPIN
50,177,81,0,Neck,Neck Rotation
51,178,83,0,Neck,CHIN TUCK - SUPIN
53,179,84,0,Neck,CHIN TUCK - SUPIN
55,180,89,0,Neck,Neck Rotation
57,180,96,0,Neck,CHIN TUCK - SUPIN
59,181,96,0,Neck,Neck Rotation
61,182,96,0,Neck,CHIN TUCK - SUPIN
63,183,97,0,Neck,Neck Rotation
65,184,96,0,Neck,CHIN TUCK - SUPIN
50,185,96,0,Neck,CHIN TUCK - SUPIN
51,186,96,0,Neck,Neck Rotation
53,168,75,0,Neck,CHIN TUCK - SUPIN
55,169,67,0,Neck,Neck Rotation
57,170,77,0,Neck,CHIN TUCK - SUPIN
59,171,77,0,Neck,Neck Rotation
61,172,77,0,Neck,CHIN TUCK - SUPIN
63,173,76,0,Neck,Neck Rotation
65,174,77,0,Neck,CHIN TUCK - SUPIN
50,175,77,0,Neck,Neck Rotation
51,176,77,0,Neck,CHIN TUCK - SUPIN
53,177,77,0,Neck,CHIN TUCK - SUPIN
55,178,83,0,Neck,Neck Rotation
57,179,85,0,Neck,CHIN TUCK - SUPIN
